product_name,brands,categories,ingredients,labels,nutriscore,text,cluster
Scott's Old Fashioned Porridge 1Kg,Scott’s,"plant-based-foods-and-beverages, plant-based-foods, breakfasts, cereals-and-potatoes, seeds, cereals-and-their-products, breakfast-cereals, cereal-grains, oat, it:avena",,,,"Scott's Old Fashioned Porridge 1Kg Scott’s plant-based-foods-and-beverages, plant-based-foods, breakfasts, cereals-and-potatoes, seeds, cereals-and-their-products, breakfast-cereals, cereal-grains, oat, it:avena   ",5
"Coca-Cola Zero 1,25 Liter","Coca-Cola,Coca-Cola Company","Getränke und Getränkezubereitungen,Getränke,Kohlensäurehaltige Getränke,Getränke mit Süßstoff,Erfrischungsgetränke,Kalorienarme Getränke,Cola,Kalorienarme Erfrischungsgetränke,Kalorienarme Colas",,,,"Coca-Cola Zero 1,25 Liter Coca-Cola,Coca-Cola Company Getränke und Getränkezubereitungen,Getränke,Kohlensäurehaltige Getränke,Getränke mit Süßstoff,Erfrischungsgetränke,Kalorienarme Getränke,Cola,Kalorienarme Erfrischungsgetränke,Kalorienarme Colas   ",9
LactoFree Semi Skimmed Milk Drink 1 Litre,Arla,"Dairies, Milks, Semi-skimmed milks, Lactose-free milk",,,,"LactoFree Semi Skimmed Milk Drink 1 Litre Arla Dairies, Milks, Semi-skimmed milks, Lactose-free milk   ",9
Original,Weetabix,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco",,,,"Original Weetabix Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco   ",9
Beet It Organic Beetroot Juice 1 Litre,James White,"Plant-based foods and beverages, Beverages, Plant-based beverages, Vegetable-based foods and beverages, Juices and nectars, Vegetable-based beverages, Vegetable juices, Beetroot juices",,,,"Beet It Organic Beetroot Juice 1 Litre James White Plant-based foods and beverages, Beverages, Plant-based beverages, Vegetable-based foods and beverages, Juices and nectars, Vegetable-based beverages, Vegetable juices, Beetroot juices   ",5
Tesco Free From Red Berry Granola 350g,Tesco,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Mueslis with fruits",,,,"Tesco Free From Red Berry Granola 350g Tesco Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Mueslis with fruits   ",5
NESTLE CHOCAPIC Céréales 645g,"Nestlé, Chocapic","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales pour petit déjeuner enrichies en vitamines et minéraux,Céréales extrudées,Pétales de blé chocolatés,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux,Céréales pour petit déjeuner riches en fibres",,,,"NESTLE CHOCAPIC Céréales 645g Nestlé, Chocapic Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales pour petit déjeuner enrichies en vitamines et minéraux,Céréales extrudées,Pétales de blé chocolatés,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux,Céréales pour petit déjeuner riches en fibres   ",4
ColaCao Cero,ColaCao,"Beverages and beverages preparations, Cocoa and its products, Beverage preparations, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders",,,,"ColaCao Cero ColaCao Beverages and beverages preparations, Cocoa and its products, Beverage preparations, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders   ",9
Protein Peanut & Chocolate Bars,Nature Valley,"Snacks,Sweet snacks,Nut bars,Peanut bars,Protein bars,Cereal bars",,,,"Protein Peanut & Chocolate Bars Nature Valley Snacks,Sweet snacks,Nut bars,Peanut bars,Protein bars,Cereal bars   ",9
Bebida de Avena,Yosoy,"Alimentos de origen vegetal,Alimentos y bebidas de origen vegetal,Bebidas,Bebidas de avena,Bebidas de cereales,Bebidas de origen vegetal,Bebidas no azucaradas,Bebidas vegetales,Cereales y derivados,Cereales y patatas,Sustitutos de la leche",,,,"Bebida de Avena Yosoy Alimentos de origen vegetal,Alimentos y bebidas de origen vegetal,Bebidas,Bebidas de avena,Bebidas de cereales,Bebidas de origen vegetal,Bebidas no azucaradas,Bebidas vegetales,Cereales y derivados,Cereales y patatas,Sustitutos de la leche   ",9
Nata Cocinar,Hacendado,"Dairies,Creams,UHT Creams,Unfermented creams",,,,"Nata Cocinar Hacendado Dairies,Creams,UHT Creams,Unfermented creams   ",9
Black Peppercorn Bolli Italian Crackers,Crosta & Mollica,"snacks, salty-snacks, appetizers, da:crackers",,,,"Black Peppercorn Bolli Italian Crackers Crosta & Mollica snacks, salty-snacks, appetizers, da:crackers   ",9
Lessieur 220g,Lesieur,"Condiments,Sauces,Mayonnaises",,,,"Lessieur 220g Lesieur Condiments,Sauces,Mayonnaises   ",6
Malt Lunchbox Loaves,Soreen,"Snacks, Sweet snacks, Biscuits and cakes, Cakes",,,,"Malt Lunchbox Loaves Soreen Snacks, Sweet snacks, Biscuits and cakes, Cakes   ",1
Skyr vanille,Siggi's,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Skyrs",,,,"Skyr vanille Siggi's Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Skyrs   ",3
"Alpro Fermentiertes Sojaprodukt, Ungesüßt, Skyr style 400g",alpro,"Pflanzliche Lebensmittel und Getränke, Fermentierte Lebensmittel, en:Dairy substitutes, Desserts, en:Vegan products, Milchfreie Nachtische, Fermentierte Lebensmittel ohne Milch, Pflanzenbasierte Joghurts, Sojajoghurt, Einfacher Soja-Joghurt",,,,"Alpro Fermentiertes Sojaprodukt, Ungesüßt, Skyr style 400g alpro Pflanzliche Lebensmittel und Getränke, Fermentierte Lebensmittel, en:Dairy substitutes, Desserts, en:Vegan products, Milchfreie Nachtische, Fermentierte Lebensmittel ohne Milch, Pflanzenbasierte Joghurts, Sojajoghurt, Einfacher Soja-Joghurt   ",9
,Ace,,,,, Ace    ,9
GARDEN GOURMET Sensational Burger Soja 226g,"Garden gourmet, Herta, Sensational","Alternatives à la viande,Substituts de viande,Substituts de viande à partir de protéines de soja ou blé,Galettes végétariennes,Galettes à base de protéines de soja et ou blé,Galettes véganes,Galettes de soja",,,,"GARDEN GOURMET Sensational Burger Soja 226g Garden gourmet, Herta, Sensational Alternatives à la viande,Substituts de viande,Substituts de viande à partir de protéines de soja ou blé,Galettes végétariennes,Galettes à base de protéines de soja et ou blé,Galettes véganes,Galettes de soja   ",9
Cristal huile de table,,huile de table,,,,Cristal huile de table  huile de table   ,9
Mini delice amandes,Aiguebelle,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Confiseries",,,,"Mini delice amandes Aiguebelle Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Confiseries   ",9
muscly sghir,Jaouda,,,,,muscly sghir Jaouda    ,9
Aiguillettes végétales et gourmandes,HappyVore,"Alternatives à la viande,Substituts de viande",,,,"Aiguillettes végétales et gourmandes HappyVore Alternatives à la viande,Substituts de viande   ",9
Sucre en poudre,Daddy,"Édulcorants,Sucres,Sucres de betterave,Sucres en poudre,Sucres cristal,Sucres blancs",,,,"Sucre en poudre Daddy Édulcorants,Sucres,Sucres de betterave,Sucres en poudre,Sucres cristal,Sucres blancs   ",9
Mushroom Soup,New Covent Garden Soup Co,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Reheatable soups, Vegetable soups, Mushroom soups",,,,"Mushroom Soup New Covent Garden Soup Co Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Reheatable soups, Vegetable soups, Mushroom soups   ",5
"Biscuits Nutella x3 biscuits fourrés - 41,4g",Nutella,"Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,Galletas de chocolate,Galletas rellenas, en:Biscuits/Cookies (Shelf Stable)",,,,"Biscuits Nutella x3 biscuits fourrés - 41,4g Nutella Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,Galletas de chocolate,Galletas rellenas, en:Biscuits/Cookies (Shelf Stable)   ",1
Biscuits Petit déj Bio Céréales Miel,"Gerblé, Gerblé Bio","Biscuits and cakes,Biscuits",,,,"Biscuits Petit déj Bio Céréales Miel Gerblé, Gerblé Bio Biscuits and cakes,Biscuits   ",1
soy sauce,,Sauces au soja,,,,soy sauce  Sauces au soja   ,6
Hipro,Danone,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés aux fruits,Yaourts,Spécialités laitières,Spécialités laitières aux fruits",,,,"Hipro Danone Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés aux fruits,Yaourts,Spécialités laitières,Spécialités laitières aux fruits   ",3
4 Pains burger géant à la farine  complète,Jacquet,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains spéciaux, Pains Burger",,,,"4 Pains burger géant à la farine  complète Jacquet Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains spéciaux, Pains Burger   ",4
Croustillant graines de courge et de tournesol,"Carrefour BIO, Carrefour","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Muesli-croustillant-au-graines-de-courge-et-de-tournesol,Mueslis",,,,"Croustillant graines de courge et de tournesol Carrefour BIO, Carrefour Aliments et boissons à base de végétaux,Aliments d'origine végétale,Muesli-croustillant-au-graines-de-courge-et-de-tournesol,Mueslis   ",8
Panzani sce provencale 425g,Panzani,"Condiments, Sauces, Sauces provençales, en:Cooking Sauces",,,,"Panzani sce provencale 425g Panzani Condiments, Sauces, Sauces provençales, en:Cooking Sauces   ",6
Seed Mix,Alesto,"Plant-based foods and beverages, Plant-based foods, Seeds",,,,"Seed Mix Alesto Plant-based foods and beverages, Plant-based foods, Seeds   ",5
Limonata,"San Pellegrino, Nestlé","Beverages, Carbonated drinks, Sodas, Lemonade, Lemonade with sugar and artificial sweeteners",,,,"Limonata San Pellegrino, Nestlé Beverages, Carbonated drinks, Sodas, Lemonade, Lemonade with sugar and artificial sweeteners   ",9
Rama Margarine,"Rama, Rama von Upfield Deutschland","pflanzliche-lebensmittel-und-getränke, pflanzliche-lebensmittel, fette, brotaufstriche, pflanzliche-brotaufstriche, pflanzenfette, streichfette-milch--und-nichtmilcherzeugnisse, margarinen, de:brotaufstriche, de:margarinen",,,,"Rama Margarine Rama, Rama von Upfield Deutschland pflanzliche-lebensmittel-und-getränke, pflanzliche-lebensmittel, fette, brotaufstriche, pflanzliche-brotaufstriche, pflanzenfette, streichfette-milch--und-nichtmilcherzeugnisse, margarinen, de:brotaufstriche, de:margarinen   ",9
Manilife Deep Roast Peanut Butter,Manilife,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, en:crunchy-peanut-butters",,,,"Manilife Deep Roast Peanut Butter Manilife Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, en:crunchy-peanut-butters   ",5
Al'fez | Harissa,Al'fez,"Condimentos,Salsas,en:Harissa sauces",,,,"Al'fez | Harissa Al'fez Condimentos,Salsas,en:Harissa sauces   ",9
Hipro Mousse cacao,HiPRO,"Produits laitiers,Desserts,Desserts lactés,Desserts au chocolat,Mousses sucrées,Mousses lactées,Mousses au chocolat",,,,"Hipro Mousse cacao HiPRO Produits laitiers,Desserts,Desserts lactés,Desserts au chocolat,Mousses sucrées,Mousses lactées,Mousses au chocolat   ",9
brown sourdough bloomer,Tesco,"Sourdough Bread, en:breads",,,,"brown sourdough bloomer Tesco Sourdough Bread, en:breads   ",9
100% issu des fruits fraise,ANDROS,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, en:berry-jams",,,,"100% issu des fruits fraise ANDROS Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, en:berry-jams   ",5
danone,Danone,en:yogurts,,,,danone Danone en:yogurts   ,9
,,,,,,     ,9
"Fruit, Nut and Seed Muesli",Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Mueslis with fruits",,,,"Fruit, Nut and Seed Muesli Sainsbury's Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Mueslis with fruits   ",5
Whole Grain Rye Beard,"Bio Organic, Gräfschafter, Lidl, Maître Jean Pierre, Tastino","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Rye breads, Wholemeal breads",,,,"Whole Grain Rye Beard Bio Organic, Gräfschafter, Lidl, Maître Jean Pierre, Tastino Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Rye breads, Wholemeal breads   ",0
Special Flakes Chocolate Noir,Crownfield,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Flocons,Céréales extrudées,Pétales de céréales au chocolat,Céréales pour petit déjeuner riches en fibres",,,,"Special Flakes Chocolate Noir Crownfield Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Flocons,Céréales extrudées,Pétales de céréales au chocolat,Céréales pour petit déjeuner riches en fibres   ",4
Hummus Classic,Chef Select,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Gewürzmittel, Brotaufstriche, Pflanzliche Brotaufstriche, Gesalzene Aufstriche, Saucen, Dips, Hummus, en:Classic hummus",,,,"Hummus Classic Chef Select Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Gewürzmittel, Brotaufstriche, Pflanzliche Brotaufstriche, Gesalzene Aufstriche, Saucen, Dips, Hummus, en:Classic hummus   ",9
Granola l'original,Lu,"snacks, snacks-sucrés, biscuits-et-gâteaux, biscuits, biscuits-au-chocolat, sablés-nappés-de-chocolat, fr:biscuits-au-chocolat, fr:biscuits-au-chocolat-au-lait, en:biscuits-et-gâteaux, en:sablés-nappés-de-chocolat, en:snacks-sucrés",,,,"Granola l'original Lu snacks, snacks-sucrés, biscuits-et-gâteaux, biscuits, biscuits-au-chocolat, sablés-nappés-de-chocolat, fr:biscuits-au-chocolat, fr:biscuits-au-chocolat-au-lait, en:biscuits-et-gâteaux, en:sablés-nappés-de-chocolat, en:snacks-sucrés   ",1
Belvita petit déjeuner goût noisette et chocolat,"Belvita, LU","Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits secs,Biscuit sec pour petit déjeuner,Biscuit aux céréales pour petit déjeuner enrichis en vitamines et minéraux",,,,"Belvita petit déjeuner goût noisette et chocolat Belvita, LU Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits secs,Biscuit sec pour petit déjeuner,Biscuit aux céréales pour petit déjeuner enrichis en vitamines et minéraux   ",1
